WKT,nama,deskripsi
"POLYGON ((106.7202506 -6.3606295, 106.730207 -6.4097613, 106.7346702 -6.4152201, 106.7415367 -6.4227259, 106.7350135 -6.4261375, 106.7346702 -6.4435367, 106.7992149 -6.4503597, 106.8033348 -6.4650289, 106.8249641 -6.4449013, 106.8356071 -6.4411486, 106.838697 -6.4575238, 106.8805824 -6.4595707, 106.9004951 -6.429208, 106.935514 -6.4063495, 106.9190345 -6.3995259, 106.9015251 -6.4159024, 106.9162879 -6.3831488, 106.9138048 -6.3662072, 106.9077049 -6.3619943, 106.9028984 -6.3695009, 106.8830774 -6.3704723, 106.872686 -6.3531229, 106.8641029 -6.3589235, 106.8482301 -6.3368627, 106.8400703 -6.3462985, 106.8400703 -6.3520992, 106.8274591 -6.3564828, 106.8112312 -6.3650652, 106.7932985 -6.3636482, 106.7932985 -6.3467581, 106.809263 -6.3153651, 106.7781923 -6.3160475, 106.7710624 -6.3568762, 106.7587028 -6.3606295, 106.7202506 -6.3606295))",Kota Administrasi Depok,
