WKT,nama,deskripsi
"POLYGON ((106.6883996 -6.0958875, 106.6884134 -6.1054608, 106.6976831 -6.1116055, 106.6892717 -6.1146779, 106.6866968 -6.1281618, 106.6920183 -6.1356717, 106.6861818 -6.1423281, 106.6872117 -6.1585421, 106.69116 -6.1593954, 106.6878984 -6.1720249, 106.7162225 -6.1863606, 106.7162225 -6.1930164, 106.723604 -6.1909685, 106.7242906 -6.2064983, 106.7198274 -6.2092288, 106.7165658 -6.2239049, 106.7364786 -6.2242462, 106.7424867 -6.2268059, 106.7442033 -6.2360209, 106.7469499 -6.2483072, 106.7524431 -6.2495017, 106.7514131 -6.2597401, 106.7558763 -6.2631528, 106.7503831 -6.271514, 106.7608545 -6.2778274, 106.7637727 -6.2856764, 106.7781923 -6.3160475, 106.809263 -6.3153651, 106.7932985 -6.3467581, 106.7932985 -6.3636482, 106.8089197 -6.3639894, 106.8137262 -6.3561415, 106.8274591 -6.3564828, 106.8379304 -6.3525588, 106.8441102 -6.3423223, 106.8482301 -6.3368627, 106.8545816 -6.3459051, 106.8556116 -6.3517058, 106.861448 -6.3569946, 106.8705461 -6.3523882, 106.8727777 -6.3558003, 106.8715761 -6.3610891, 106.8801591 -6.3646718, 106.8830774 -6.3704723, 106.8871973 -6.3694487, 106.894922 -6.3704723, 106.8976686 -6.3691075, 106.9005868 -6.3704723, 106.905565 -6.3609185, 106.9138048 -6.3662072, 106.9158647 -6.3482936, 106.9198129 -6.3426635, 106.9211724 -6.3238813, 106.9204857 -6.2996531, 106.9053795 -6.2723524, 106.9074395 -6.2583603, 106.9143059 -6.2597254, 106.9184258 -6.2511934, 106.9438317 -6.2528998, 106.9417718 -6.2409549, 106.9455483 -6.2238902, 106.9575646 -6.2163816, 106.9706109 -6.1880526, 106.9723275 -6.1692795, 106.9726708 -6.1484577, 106.9692376 -6.1085185, 106.967521 -6.0702833, 106.9019463 -6.0576514, 106.8422082 -6.0624311, 106.8501046 -6.0832563, 106.8689873 -6.0969117, 106.8360283 -6.1122736, 106.7831566 -6.1085185, 106.7543175 -6.09896, 106.7436745 -6.1003255, 106.7230752 -6.0904254, 106.7168953 -6.0955461, 106.6883996 -6.0958875))",Kota DKI Jakarta,
