WKT,nama,deskripsi
"POLYGON ((110.0270805 -7.89548, 110.3374442 -8.0287651, 110.3594169 -8.0546011, 110.7041129 -8.1987081, 110.8283958 -8.2021062, 110.8160362 -8.1463733, 110.7913153 -8.1633644, 110.7817039 -8.0702378, 110.7535514 -8.0267254, 110.7865104 -7.8267806, 110.7700309 -7.8077332, 110.7583579 -7.8295015, 110.7185325 -7.793447, 110.6869468 -7.8070529, 110.6739005 -7.7900455, 110.593563 -7.8063726, 110.5612907 -7.7805211, 110.5358848 -7.7954879, 110.4926261 -7.7703161, 110.4500541 -7.5423407, 110.3079185 -7.6519202, 110.2742729 -7.7077201, 110.2536735 -7.6444343, 110.1451835 -7.6444343, 110.1184043 -7.6689331, 110.1376304 -7.6886673, 110.117031 -7.7716768, 110.064846 -7.8124951, 110.0572929 -7.8356237, 110.0469932 -7.8607916, 110.0270805 -7.89548))",DIY Yogyakarta,
